OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	High_level_taxonomy	HL_hit_percent_id	HL_hit_query_cover
FOTU_9903									0	0
FOTU_9904									0	0
FOTU_9905									0	0
FOTU_9906									0	0
FOTU_9907									0	0
FOTU_9908	Fungi_1	Ascomycota_1	Dothideomycetes_1	Tubeufiales_1	Tubeufiaceae_1	Berkleasmium_1		Fungi-CCHF45,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaetopsis,s__Pyrenochaetopsis_tabarestanensis	82.166	78
FOTU_9909	Fungi_1								0	0
FOTU_9910	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1					0	0
FOTU_9911	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Stachybotryaceae_1	Myrothecium_1			0	0
FOTU_9912	Fungi_1	Ascomycota_1							0	0
FOTU_9913	Fungi_1								0	0
FOTU_9914									0	0
FOTU_9915									0	0
FOTU_9916									0	0
FOTU_9917	Fungi_1	Basidiomycota_1	Agaricomycetes_1						0	0
FOTU_9918									0	0
FOTU_9919	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Psathyrellaceae_1	Coprinellus_1	Coprinellus disseminatus 		0	0
FOTU_9920	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Polyporales_1	Polyporaceae_1				0	0
FOTU_9921	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Atheliales_1	Atheliaceae_1	Athelia_1			0	0
FOTU_9922									0	0
FOTU_9923	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Thelephorales_1	Thelephoraceae_1	Thelephora_1	Thelephora corticioides 		0	0
FOTU_9924	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Sebacinales_1					0	0
FOTU_9925									0	0
FOTU_9926									0	0
FOTU_9927	Rhizaria_1	Cercozoa_1							0	0
FOTU_9928	Fungi_1	Ascomycota_1	Sordariomycetes_1	Microascales_1	Microascaceae_1	Pseudallescheria_1		Fungi-ZANF49,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_equiseti	75.248	100
FOTU_9929	Fungi_1	Rozellomycota_1	Gs05_1						0	0
FOTU_9930									0	0
FOTU_9931	Fungi_1								0	0
FOTU_9932	Metazoa_1	Anthozoa_1	Zoantharia_1	Parazoanthidae_1					0	0
FOTU_9933									0	0
FOTU_9934									0	0
FOTU_9935									0	0
FOTU_9936	Rhizaria_1	Cercozoa_1							0	0
FOTU_9937									0	0
FOTU_9938									0	0
FOTU_9939									0	0
FOTU_9940	Fungi_1	Ascomycota_1	Sordariomycetes_1	Microascales_1	Microascaceae_1	Cephalotrichum_1			0	0
FOTU_9941									0	0
FOTU_9942	Fungi_1								0	0
FOTU_9943									0	0
FOTU_9944									0	0
FOTU_9945	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Gomphales_1	Gomphaceae_1				0	0
FOTU_9946	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Cucurbitariaceae_1			Fungi-CCHF45,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaetopsis,s__Pyrenochaetopsis_tabarestanensis	84.568	81
FOTU_9947	Rhizaria_1	Cercozoa_1							0	0
FOTU_9948	Fungi_1	Ascomycota_1	Dothideomycetes_1	Mycosphaerellales_1				Fungi-ZANF35,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium	84.659	84
FOTU_9949	Fungi_1	Chytridiomycota_1	Lobulomycetes_1	Lobulomycetales_1					0	0
FOTU_9950	Fungi_1	Basidiomycota_1							0	0
FOTU_9951									0	0
FOTU_9952	Rhizaria_1	Cercozoa_1							0	0
FOTU_9953									0	0
FOTU_9954	Fungi_1	Chytridiomycota_1							0	0
FOTU_9955	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1					0	0
FOTU_9956	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Bionectriaceae_1	Fusariella_1		Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii	77.436	95
FOTU_9957									0	0
FOTU_9958	Fungi_1	Basidiomycota_1							0	0
FOTU_9959									0	0
FOTU_9960									0	0
FOTU_9961									0	0
FOTU_9962									0	0
FOTU_9963	Ichthyosporia_1								0	0
FOTU_9964	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Hymenochaetales_1	Hymenochaetaceae_1	Inonotus_1	Inonotus vitis 		0	0
FOTU_9965									0	0
FOTU_9966									0	0
FOTU_9967									0	0
FOTU_9968									0	0
FOTU_9969	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1	Helotiaceae_1	Hymenoscyphus_1			0	0
FOTU_9970	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Cantharellales_1	Ceratobasidiaceae_1	Ceratobasidium_1			0	0
FOTU_9971									0	0
FOTU_9972	Fungi_1	Entorrhizomycota_1	Entorrhizomycetes_1						0	0
FOTU_9973									0	0
FOTU_9974	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1				Fungi-CCHF62,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces,s__Talaromyces_purpureogenus	81.818	99
FOTU_9975	Rhizaria_1	Cercozoa_1							0	0
FOTU_9976	Fungi_1								0	0
FOTU_9977	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Onygenales_1					0	0
FOTU_9978									0	0
FOTU_9979	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1					0	0
FOTU_9980	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Chaetomiaceae_1			Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii	88.177	100
FOTU_9981	Rhizaria_1	Cercozoa_1							0	0
FOTU_9982	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1					0	0
FOTU_9983	Fungi_1	Rozellomycota_1							0	0
FOTU_9984	Fungi_1								0	0
FOTU_9985									0	0
FOTU_9986	Rhizaria_1	Cercozoa_1							0	0
FOTU_9987	Fungi_1	Ascomycota_1							0	0
FOTU_9988	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1				0	0
FOTU_9989	Rhizaria_1	Cercozoa_1							0	0
FOTU_9990	Rhizaria_1	Cercozoa_1							0	0
FOTU_9991									0	0
FOTU_9992									0	0
FOTU_9993	Rhizaria_1	Cercozoa_1							0	0
FOTU_9994									0	0
FOTU_9995									0	0
FOTU_9996									0	0
FOTU_9997	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Clavicipitaceae_1				0	0
FOTU_9998	Fungi_1	Ascomycota_1	Sordariomycetes_1	Microascales_1	Microascaceae_1	Acaulium_1	Acaulium album 		0	0
FOTU_9999									0	0
FOTU_10000	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1	Trichocomaceae_1	Talaromyces_1			0	0
FOTU_10001	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Niessliaceae_1	Niesslia_1	Niesslia mucida 	Fungi-ZANF62,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium	78.000	100
FOTU_10002	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1	Aspergillaceae_1	Penicillium_1	Penicillium soppii 	Fungi-OEO_O50,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium	94.554	100
FOTU_10003									0	0
FOTU_10004									0	0
FOTU_10005	Rhizaria_1	Cercozoa_1							0	0
FOTU_10006	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Russulales_1	Russulaceae_1	Russula_1	Russula garyensis 		0	0
FOTU_10007	Fungi_1	Ascomycota_1	Dothideomycetes_1	Mycosphaerellales_1	Mycosphaerellaceae_1			Fungi-ZANF21,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Zymoseptoria	85.075	99
FOTU_10008	Fungi_1	Basidiomycota_1	Agaricomycetes_1						0	0
FOTU_10009	Fungi_1								0	0
FOTU_10010									0	0
FOTU_10011									0	0
FOTU_10012	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1				Fungi-ZANF62,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium	77.340	100
FOTU_10013									0	0
FOTU_10014									0	0
FOTU_10015	Fungi_1								0	0
FOTU_10016									0	0
FOTU_10017									0	0
FOTU_10018	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1					0	0
FOTU_10019	Amoebozoa_1								0	0
FOTU_10020	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1	Trichocomaceae_1	Talaromyces_1			0	0
FOTU_10021	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1	Trichocomaceae_1	Talaromyces_1	Talaromyces aurantiacus 	Fungi-CCHF61,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces	94.527	100
FOTU_10022	Rhizaria_1	Cercozoa_1							0	0
FOTU_10023									0	0
FOTU_10024									0	0
FOTU_10025	Fungi_1	Ascomycota_1							0	0
FOTU_10026	Fungi_1								0	0
FOTU_10027									0	0
FOTU_10028	Rhizaria_1	Cercozoa_1							0	0
FOTU_10029	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Lyophyllaceae_1	Clitocybe_1	Clitocybe subditopoda 		0	0
FOTU_10030									0	0
FOTU_10031									0	0
FOTU_10032	Fungi_1								0	0
FOTU_10033	Fungi_1	Rozellomycota_1							0	0
FOTU_10034	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Inocybaceae_1	Inocybe_1			0	0
FOTU_10035									0	0
FOTU_10036	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Bionectriaceae_1	Acremonium_1	Acremonium pilosum 		0	0
FOTU_10037	Fungi_1	Chytridiomycota_1	Synchytriomycetes_1	Synchytriales_1	Synchytriaceae_1				0	0
FOTU_10038	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Bionectriaceae_1	Ramosiphorum_1		Fungi-CCHF44,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Clonostachys,s__Clonostachys_rosea	85.864	93
FOTU_10039									0	0
FOTU_10040	Fungi_1	Chytridiomycota_1	Rhizophlyctidomycetes_1	Rhizophlyctidales_1	Rhizophlyctidaceae_1	Rhizophlyctis_1			0	0
FOTU_10041									0	0
FOTU_10042	Fungi_1	Chytridiomycota_1	Lobulomycetes_1	Lobulomycetales_1					0	0
FOTU_10043									0	0
FOTU_10044	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Polyporales_1	Podoscyphaceae_1	Hypochnicium_1	Hypochnicium cremicolor 		0	0
FOTU_10045	Fungi_1								0	0
FOTU_10046	Fungi_1	Ascomycota_1							0	0
FOTU_10047	Fungi_1	Mortierellomycota_1							0	0
FOTU_10048	Ichthyosporia_1								0	0
FOTU_10049									0	0
FOTU_10050									0	0
FOTU_10051									0	0
FOTU_10052	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1					0	0
FOTU_10053									0	0
FOTU_10054	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1					0	0
FOTU_10055									0	0
FOTU_10056									0	0
FOTU_10057	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1			Fungi-ZANF71,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria	84.940	81
FOTU_10058	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1	Kappamycetaceae_1	Kappamyces_1			0	0
FOTU_10059	Rhizaria_1	Cercozoa_1							0	0
FOTU_10060	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1				Fungi-CCHF65,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__,g__Sesquicillium	84.390	100
FOTU_10061									0	0
FOTU_10062	Rhizaria_1	Cercozoa_1							0	0
FOTU_10063	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1					0	0
FOTU_10064	Fungi_1	Ascomycota_1							0	0
FOTU_10065									0	0
FOTU_10066	Rhizaria_1	Cercozoa_1							0	0
FOTU_10067	Fungi_1	Ascomycota_1	Sordariomycetes_1						0	0
FOTU_10068									0	0
FOTU_10069	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Didymosphaeriaceae_1				0	0
FOTU_10070									0	0
FOTU_10071									0	0
FOTU_10072	Fungi_1	Basidiomycota_1	Agaricomycetes_1						0	0
FOTU_10073									0	0
FOTU_10074									0	0
FOTU_10075									0	0
FOTU_10076	Fungi_1	Ascomycota_1	Orbiliomycetes_1	Orbiliales_1	Orbiliaceae_1				0	0
FOTU_10077	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1	Powellomycetaceae_1	Powellomyces_1	Powellomyces hirtus 		0	0
FOTU_10078	Fungi_1	Ascomycota_1	Pezizomycetes_1	Pezizales_1	Pezizaceae_1	Aquapeziza_1	Aquapeziza globispora 		0	0
FOTU_10079	Ichthyosporia_1								0	0
FOTU_10080	Rhizaria_1	Cercozoa_1							0	0
FOTU_10081									0	0
FOTU_10082									0	0
FOTU_10083	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1					0	0
FOTU_10084									0	0
FOTU_10085	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Bolbitiaceae_1	Conocybe_1			0	0
FOTU_10086	Fungi_1								0	0
FOTU_10087	Fungi_1	Ascomycota_1							0	0
FOTU_10088	Rhizaria_1	Cercozoa_1							0	0
FOTU_10089									0	0
FOTU_10090	Fungi_1	Ascomycota_1	Orbiliomycetes_1	Orbiliales_1					0	0
FOTU_10091	Fungi_1	Basidiomycota_1	Tremellomycetes_1	Cystofilobasidiales_1	Mrakiaceae_1	Mrakia_1			0	0
FOTU_10092									0	0
FOTU_10093									0	0
FOTU_10094	Fungi_1	Ascomycota_1	Orbiliomycetes_1	Orbiliales_1					0	0
FOTU_10095	Fungi_1	Ascomycota_1	Leotiomycetes_1	Gorgomyces_1					0	0
FOTU_10096	Rhizaria_1	Cercozoa_1							0	0
FOTU_10097									0	0
FOTU_10098									0	0
FOTU_10099									0	0
FOTU_10100									0	0
FOTU_10101									0	0
FOTU_10102	Fungi_1	Ascomycota_1	Sordariomycetes_1	Pseudodactylariales_1	Pseudodactylariaceae_1	Pseudodactylaria_1	Pseudodactylaria albicolonia 	Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii	82.039	100
FOTU_10103	Fungi_1	Ascomycota_1	Sordariomycetes_1	Xylariales_1	Neoidriella_1				0	0
FOTU_10104	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Bionectriaceae_1	Verruciconidia_1			0	0
FOTU_10105									0	0
FOTU_10106	Fungi_1	Ascomycota_1	Sordariomycetes_1						0	0
FOTU_10107	Fungi_1								0	0
FOTU_10108									0	0
FOTU_10109	Rhizaria_1	Cercozoa_1							0	0
FOTU_10110	Fungi_1	Ascomycota_1	Leotiomycetes_1						0	0
FOTU_10111	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Agaricaceae_1				0	0
FOTU_10112									0	0
FOTU_10113	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1					0	0
FOTU_10114									0	0
FOTU_10115	Rhizaria_1	Cercozoa_1							0	0
FOTU_10116									0	0
FOTU_10117	Fungi_1								0	0
FOTU_10118									0	0
FOTU_10119									0	0
FOTU_10120									0	0
FOTU_10121	Rhizaria_1	Cercozoa_1							0	0
FOTU_10122	Ichthyosporia_1								0	0
FOTU_10123									0	0
FOTU_10124									0	0
FOTU_10125									0	0
FOTU_10126									0	0
FOTU_10127	Fungi_1							Fungi-ZANF49,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_equiseti	94.554	100
FOTU_10128	Rhizaria_1	Cercozoa_1	Thaumatomonadida_1						0	0
FOTU_10129									0	0
FOTU_10130	Fungi_1	Chytridiomycota_1							0	0
FOTU_10131	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Nectriaceae_1	Bisifusarium_1	Bisifusarium biseptatum 	Fungi-CCHF67,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium	87.317	100
FOTU_10132									0	0
FOTU_10133	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1					0	0
FOTU_10134	Fungi_1	Glomeromycota_1	Glomeromycetes_1	Entrophosporales_1	Entrophosporaceae_1	Entrophospora_1			0	0
FOTU_10135	Fungi_1	Ascomycota_1	Saccharomycetes_1	Saccharomycetales_1	Phaffomycetaceae_1	Wickerhamomyces_1	Wickerhamomyces lynferdii 		0	0
FOTU_10136	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1					0	0
FOTU_10137									0	0
FOTU_10138	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Polyporales_1	Meruliaceae_1				0	0
FOTU_10139									0	0
FOTU_10140									0	0
FOTU_10141									0	0
FOTU_10142	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1					0	0
FOTU_10143	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Boletales_1	Boletaceae_1				0	0
FOTU_10144									0	0
FOTU_10145									0	0
FOTU_10146	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1	Neosetophoma_1			0	0
FOTU_10147									0	0
FOTU_10148	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Pleosporaceae_1	Alternaria_1			0	0
FOTU_10149	Rhizaria_1	Cercozoa_1							0	0
FOTU_10150	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1	Aspergillaceae_1	Aspergillus_1			0	0
FOTU_10151									0	0
FOTU_10152	Fungi_1	Ascomycota_1	Dothideomycetes_1	Venturiales_1	Sympoventuriaceae_1	Pseudosigmoidea_1			0	0
FOTU_10153	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Bionectriaceae_1				0	0
FOTU_10154	Fungi_1	Chytridiomycota_1	Chytridiomycetes_1	Chytridiales_1					0	0
FOTU_10155									0	0
FOTU_10156	Rhizaria_1	Cercozoa_1							0	0
FOTU_10157	Rhizaria_1	Cercozoa_1							0	0
FOTU_10158	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Chaetomiaceae_1	Microthielavia_1		Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii	88.780	100
FOTU_10159	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1	Alphamycetaceae_1	Betamyces_1			0	0
FOTU_10160	Rhizaria_1	Cercozoa_1	Thaumatomonadida_1	Thaumatomastigidae_1	Thaumatomonas_1				0	0
FOTU_10161									0	0
FOTU_10162	Rhizaria_1	Cercozoa_1							0	0
FOTU_10163	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1					0	0
FOTU_10164									0	0
FOTU_10165	Rhizaria_1	Cercozoa_1							0	0
FOTU_10166	Fungi_1	Mucoromycota_1	Endogonomycetes_1	Endogonales_1					0	0
FOTU_10167									0	0
FOTU_10168	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1	Spizellomycetaceae_1				0	0
FOTU_10169									0	0
FOTU_10170	Fungi_1	Ascomycota_1	Sordariomycetes_1	Microascales_1	Microascaceae_1	Pithoascus_1			0	0
FOTU_10171	Rhizaria_1	Cercozoa_1							0	0
FOTU_10172									0	0
FOTU_10173									0	0
FOTU_10174	Fungi_1	Ascomycota_1							0	0
FOTU_10175	Rhizaria_1	Cercozoa_1							0	0
FOTU_10176	Rhizaria_1	Cercozoa_1							0	0
FOTU_10177	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Sebacinales_1					0	0
FOTU_10178	Fungi_1	Ascomycota_1	Orbiliomycetes_1	Orbiliales_1					0	0
FOTU_10179									0	0
FOTU_10180									0	0
FOTU_10181	Fungi_1								0	0
FOTU_10182									0	0
FOTU_10183									0	0
FOTU_10184	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Crepidotaceae_1				0	0
FOTU_10185									0	0
FOTU_10186									0	0
FOTU_10187	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Nectriaceae_1	Fusarium_1		Fungi-ZANF62,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium	91.626	99
FOTU_10188									0	0
FOTU_10189									0	0
FOTU_10190	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1					0	0
FOTU_10191									0	0
FOTU_10192									0	0
FOTU_10193	Fungi_1	Ascomycota_1	Sordariomycetes_1	Xylariales_1	Lopadostomataceae_1	Lopadostoma_1			0	0
FOTU_10194									0	0
FOTU_10195	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Hygrophoraceae_1	Hygrophorus_1			0	0
FOTU_10196	Fungi_1								0	0
FOTU_10197									0	0
FOTU_10198	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Amanitaceae_1	Amanita_1	Amanita muscaria 		0	0
FOTU_10199									0	0
FOTU_10200									0	0
FOTU_10201									0	0
FOTU_10202									0	0
FOTU_10203	Fungi_1								0	0
FOTU_10204									0	0
FOTU_10205									0	0
FOTU_10206									0	0
FOTU_10207	Fungi_1	Basidiomycota_1	Cystobasidiomycetes_1	Cystobasidiales_1	Cystobasidiaceae_1	Occultifur_1		Fungi-EMMF2,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,g__Cystobasidium	91.099	95
FOTU_10208									0	0
FOTU_10209									0	0
FOTU_10210	Fungi_1	Ascomycota_1	Orbiliomycetes_1	Orbiliales_1	Orbiliaceae_1				0	0
FOTU_10211									0	0
FOTU_10212	Fungi_1	Rozellomycota_1							0	0
FOTU_10213									0	0
FOTU_10214									0	0
FOTU_10215	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Hypocreaceae_1	Trichoderma_1		Fungi-CHH1,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,s__Trichoderma_turrialbense	95.652	78
FOTU_10216	Fungi_1	Ascomycota_1	Sordariomycetes_1	Glomerellales_1	Plectosphaerellaceae_1	Gibellulopsis_1	Gibellulopsis nigrescens 	Fungi-CHH3_A,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Gibellulopsis,s__Gibellulopsis_piscis	90.404	98
FOTU_10217									0	0
FOTU_10218									0	0
FOTU_10219	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1	Aspergillaceae_1	Aspergillus_1		Fungi-OEO_O50,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium	84.236	100
FOTU_10220	Rhizaria_1	Cercozoa_1							0	0
FOTU_10221									0	0
FOTU_10222									0	0
FOTU_10223	Rhizaria_1	Cercozoa_1							0	0
FOTU_10224									0	0
FOTU_10225	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1					0	0
FOTU_10226									0	0
FOTU_10227	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Bionectriaceae_1	Acremonium_1	Acremonium sclerotigenum 	Fungi-CCHF65,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__,g__Sesquicillium	79.803	100
FOTU_10228	Fungi_1	Ascomycota_1							0	0
FOTU_10229									0	0
FOTU_10230	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1	Aspergillaceae_1	Aspergillus_1			0	0
FOTU_10231									0	0
FOTU_10232									0	0
FOTU_10233									0	0
FOTU_10234	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1					0	0
FOTU_10235									0	0
FOTU_10236									0	0
FOTU_10237	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Phallales_1	Phallaceae_1	Mutinus_1			0	0
FOTU_10238									0	0
FOTU_10239	Metazoa_1	Chordata_1	Actinopterygii_1						0	0
FOTU_10240									0	0
FOTU_10241	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Sordariaceae_1	Neurospora_1			0	0
FOTU_10242	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Sporormiaceae_1	Westerdykella_1		Fungi-ZANF74,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Westerdykella	90.789	76
FOTU_10243	Fungi_1								0	0
FOTU_10244									0	0
FOTU_10245	Rhizaria_1	Cercozoa_1							0	0
FOTU_10246	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Cantharellales_1	Hydnaceae_1	Sistotrema_1	Sistotrema oblongisporum 		0	0
FOTU_10247									0	0
FOTU_10248	Rhizaria_1	Cercozoa_1							0	0
FOTU_10249	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Leptosphaeriaceae_1	Leptosphaeria_1			0	0
FOTU_10250	Fungi_1	Kickxellomycota_1							0	0
FOTU_10251	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Boletales_1	Boletaceae_1				0	0
FOTU_10252	Rhizaria_1	Cercozoa_1							0	0
FOTU_10253	Fungi_1	Ascomycota_1	Sordariomycetes_1	Barbatosphaeriaceae_1	Barbatosphaeria_1	Barbatosphaeria dryina 			0	0
FOTU_10254									0	0
FOTU_10255	Fungi_1	Basidiomycota_1	Cystobasidiomycetes_1	Cystobasidiales_1	Cystobasidiaceae_1			Fungi-EMMF8,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,g__Cystobasidium	93.194	95
FOTU_10256									0	0
FOTU_10257	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Entolomataceae_1	Clitopilus_1			0	0
FOTU_10258									0	0
FOTU_10259	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Podosporaceae_1	Podospora_1		Fungi-CCHF66,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__Humicola_sardiniae	78.846	100
FOTU_10260									0	0
FOTU_10261									0	0
FOTU_10262									0	0
FOTU_10263	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1	Alphamycetaceae_1	Betamyces_1			0	0
FOTU_10264	Fungi_1	Basidiomycota_1	Exobasidiomycetes_1	Entylomatales_1	Entylomataceae_1	Tilletiopsis_1	Tilletiopsis washingtonensis 	Fungi-ZANF13,p__Basidiomycota,c__Exobasidiomycetes,o__Entylomatales,f__Entylomataceae,g__Tilletiopsis,s__Tilletiopsis_lilacina	100.000	100
FOTU_10265	Fungi_1	Ascomycota_1	Dothideomycetes_1	Mycosphaerellales_1	Dissoconiaceae_1	Dissoconium_1			0	0
FOTU_10266									0	0
