#OTU ID	C_17hr_Bulk_4_S74_trimmed	C_17hr_Sperm_3_S53_trimmed	C_Plt_Bulk_2_S32_trimmed	C_Plt_Sperm_1_S11_trimmed	C_V2_Bulk_5_S95_trimmed	C_V2_Rhizo_6_S116_trimmed	LLPCR_Negative_1_S129_trimmed	LLPCR_Negative_2_S130_trimmed	LLPCR_Negative_3_S131_trimmed	LLPCR_Negative_4_S127_trimmed	LLPCR_Negative_5_S128_trimmed	NS_17hr_Bulk_11_S78_trimmed	NS_17hr_Bulk_12_S79_trimmed	NS_17hr_Bulk_13_S80_trimmed	NS_17hr_Bulk_16_S81_trimmed	NS_17hr_Bulk_17_S82_trimmed	NS_17hr_Bulk_18_S83_trimmed	NS_17hr_Bulk_19_S84_trimmed	NS_17hr_Bulk_3_S75_trimmed	NS_17hr_Bulk_4_S76_trimmed	NS_17hr_Bulk_9_S77_trimmed	NS_17hr_Sperm_11_S57_trimmed	NS_17hr_Sperm_12_S58_trimmed	NS_17hr_Sperm_13_S59_trimmed	NS_17hr_Sperm_16_S60_trimmed	NS_17hr_Sperm_17_S61_trimmed	NS_17hr_Sperm_18_S62_trimmed	NS_17hr_Sperm_19_S63_trimmed	NS_17hr_Sperm_3_S54_trimmed	NS_17hr_Sperm_4_S55_trimmed	NS_17hr_Sperm_9_S56_trimmed	NS_Plt_Bulk_10_S38_trimmed	NS_Plt_Bulk_14_S35_trimmed	NS_Plt_Bulk_15_S34_trimmed	NS_Plt_Bulk_1_S39_trimmed	NS_Plt_Bulk_20_S37_trimmed	NS_Plt_Bulk_2_S42_trimmed	NS_Plt_Bulk_5_S36_trimmed	NS_Plt_Bulk_6_S40_trimmed	NS_Plt_Bulk_7_S41_trimmed	NS_Plt_Bulk_8_S33_trimmed	NS_Plt_Sperm_10_S17_trimmed	NS_Plt_Sperm_14_S14_trimmed	NS_Plt_Sperm_15_S13_trimmed	NS_Plt_Sperm_1_S18_trimmed	NS_Plt_Sperm_20_S16_trimmed	NS_Plt_Sperm_2_S21_trimmed	NS_Plt_Sperm_5_S15_trimmed	NS_Plt_Sperm_6_S19_trimmed	NS_Plt_Sperm_7_S20_trimmed	NS_Plt_Sperm_8_S12_trimmed	NS_V2_Bulk_12_S100_trimmed	NS_V2_Bulk_13_S101_trimmed	NS_V2_Bulk_15_S102_trimmed	NS_V2_Bulk_16_S103_trimmed	NS_V2_Bulk_18_S104_trimmed	NS_V2_Bulk_19_S105_trimmed	NS_V2_Bulk_3_S96_trimmed	NS_V2_Bulk_4_S97_trimmed	NS_V2_Bulk_8_S98_trimmed	NS_V2_Bulk_9_S99_trimmed	NS_V2_Rhizo_12_S121_trimmed	NS_V2_Rhizo_13_S122_trimmed	NS_V2_Rhizo_15_S123_trimmed	NS_V2_Rhizo_16_S124_trimmed	NS_V2_Rhizo_18_S125_trimmed	NS_V2_Rhizo_19_S126_trimmed	NS_V2_Rhizo_3_S117_trimmed	NS_V2_Rhizo_4_S118_trimmed	NS_V2_Rhizo_8_S119_trimmed	NS_V2_Rhizo_9_S120_trimmed	S_17hr_Bulk_10_S69_trimmed	S_17hr_Bulk_11_S70_trimmed	S_17hr_Bulk_14_S71_trimmed	S_17hr_Bulk_18_S72_trimmed	S_17hr_Bulk_1_S64_trimmed	S_17hr_Bulk_20_S73_trimmed	S_17hr_Bulk_3_S65_trimmed	S_17hr_Bulk_4_S66_trimmed	S_17hr_Bulk_7_S67_trimmed	S_17hr_Bulk_8_S68_trimmed	S_17hr_Sperm_10_S48_trimmed	S_17hr_Sperm_11_S49_trimmed	S_17hr_Sperm_14_S50_trimmed	S_17hr_Sperm_18_S51_trimmed	S_17hr_Sperm_1_S43_trimmed	S_17hr_Sperm_20_S52_trimmed	S_17hr_Sperm_3_S44_trimmed	S_17hr_Sperm_4_S45_trimmed	S_17hr_Sperm_7_S46_trimmed	S_17hr_Sperm_8_S47_trimmed	S_Plt_Bulk_12_S25_trimmed	S_Plt_Bulk_13_S31_trimmed	S_Plt_Bulk_15_S27_trimmed	S_Plt_Bulk_16_S22_trimmed	S_Plt_Bulk_17_S28_trimmed	S_Plt_Bulk_19_S26_trimmed	S_Plt_Bulk_2_S30_trimmed	S_Plt_Bulk_5_S29_trimmed	S_Plt_Bulk_6_S24_trimmed	S_Plt_Bulk_9_S23_trimmed	S_Plt_Sperm_12_S4_trimmed	S_Plt_Sperm_13_S10_trimmed	S_Plt_Sperm_15_S6_trimmed	S_Plt_Sperm_16_S1_trimmed	S_Plt_Sperm_17_S7_trimmed	S_Plt_Sperm_19_S5_trimmed	S_Plt_Sperm_2_S9_trimmed	S_Plt_Sperm_5_S8_trimmed	S_Plt_Sperm_6_S3_trimmed	S_Plt_Sperm_9_S2_trimmed	S_V2_Bulk_10_S90_trimmed	S_V2_Bulk_11_S91_trimmed	S_V2_Bulk_14_S92_trimmed	S_V2_Bulk_18_S93_trimmed	S_V2_Bulk_1_S85_trimmed	S_V2_Bulk_20_S94_trimmed	S_V2_Bulk_3_S86_trimmed	S_V2_Bulk_4_S87_trimmed	S_V2_Bulk_7_S88_trimmed	S_V2_Bulk_8_S89_trimmed	S_V2_Rhizo_10_S111_trimmed	S_V2_Rhizo_11_S112_trimmed	S_V2_Rhizo_14_S113_trimmed	S_V2_Rhizo_18_S114_trimmed	S_V2_Rhizo_1_S106_trimmed	S_V2_Rhizo_20_S115_trimmed	S_V2_Rhizo_3_S107_trimmed	S_V2_Rhizo_4_S108_trimmed	S_V2_Rhizo_7_S109_trimmed	S_V2_Rhizo_8_S110_trimmed	Soil_PC1_S314_trimmed	Soil_PC2_S336_trimmed	Soil_PC3_S337_trimmed	Soil_PC4_S338_trimmed
FOTU_1	28034	59963	55493	161237	24079	15858	24613	27	2	7977	15043	9198	31817	19825	40592	22811	29738	41591	19998	61536	18484	19990	29653	38829	27995	39765	31507	21291	45693	37198	11755	40668	91385	54324	50494	57300	77339	58360	32733	50373	35850	99430	120213	42352	55343	101272	36144	33785	128144	55799	62818	72771	64321	96671	105860	94160	25704	12546	23384	40103	58547	26757	24767	22283	55640	15879	19783	11880	12593	92	47028	36263	28521	47678	30914	38820	22570	56709	41105	18227	49971	55952	27207	27763	45077	29226	55872	42727	43035	43612	46432	76496	53140	39791	43009	67470	92713	45244	126149	69209	40044	64994	53438	37597	48714	45643	93089	50841	93077	61770	52225	8505	5828	9736	34982	24329	24972	37805	41493	71411	20302	20522	57742	9648	22157	23118	20104	9625	24557	20672	10986	47	23	3	4
FOTU_10	0	0	0	31	0	141	0	0	0	121	239	60	151	324	651	115	314	73	97	318	121	178	295	218	364	917	334	183	635	426	53	193	480	83	152	194	49	271	425	158	109	1	0	21	23	10	2	0	0	19	1	218	375	763	511	636	124	108	164	137	356	32	5	3	0	304	197	186	322	0	0	20	26	242	28	496	53	105	21	28	37	13	8	72	8	3	0	7	1	2	0	28	76	10	10	7	229	84	2	20	0	0	0	0	8	12	12	21	14	0	0	1	0	0	13	1	0	12	0	12	2	12	21	110	161	2	388	1	5	1	3	1	0	0	0
FOTU_100	0	0	0	0	0	25	0	0	0	18	47	50	40	49	63	42	8	19	41	55	12	23	30	49	113	306	55	35	101	51	12	7	76	20	9	44	16	32	15	29	65	0	0	0	5	0	0	3	0	0	0	27	76	127	73	125	25	27	22	36	121	17	5	0	0	35	69	35	17	0	0	13	8	40	11	22	10	37	4	2	6	7	23	18	8	2	0	0	0	11	0	6	28	0	7	0	52	15	0	0	0	0	0	7	35	0	6	0	7	0	0	0	0	0	0	0	0	0	0	67	1	16	18	26	18	0	38	1	1	2	1	0	0	0	0
FOTU_1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
FOTU_1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	6	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FOTU_1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOTU_1003	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	0	0	0	0	0	1	0	0	2	2	1	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0
FOTU_1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOTU_1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOTU_1006	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
