vsearch v2.22.1_linux_x86_64, 1007.5GB RAM, 128 cores
vsearch -fastq_stats trimmed/trimmed.fastq -log stats/stats_results.txt
Started  Sun Feb  4 14:19:22 2024

Read length distribution
      L           N      Pct   AccPct
-------  ----------  -------  -------
>=  298       11139     0.1%     0.1%
  259    99.7%  28.4  0.00145  0.028098   3.09   0.011946    1.195%
  260    99.7%  27.9  0.00161  0.029096   3.12   0.012010    1.201%
  261    99.7%  27.8  0.00167  0.030051   3.15   0.012073    1.207%
  262    99.6%  28.0  0.00160  0.028549   3.18   0.012126    1.213%
  263    99.3%  27.9  0.00161  0.028569   3.18   0.012110    1.211%
  264    95.8%  27.5  0.00179  0.029851   3.05   0.011555    1.156%
  265    81.0%  27.1  0.00196  0.031316   3.04   0.011454    1.145%
  266    65.2%  27.4  0.00184  0.028864   2.96   0.011117    1.112%
  267    47.1%  27.6  0.00173  0.027578   2.87   0.010733    1.073%
  268    30.0%  25.4  0.00292  0.036581   2.85   0.010627    1.063%
  269    16.5%  20.0  0.00992  0.047270   2.08   0.007745    0.775%
  270     0.8%  23.0  0.00499  0.042757   2.50   0.009274    0.927%
  271     0.3%  27.1  0.00197  0.029861   2.99   0.011023    1.102%
  272     0.3%  27.5  0.00178  0.029263   3.07   0.011304    1.130%
  273     0.2%  28.0  0.00159  0.027293   3.13   0.011473    1.147%
  274     0.2%  27.9  0.00163  0.028230   3.18   0.011588    1.159%
  275     0.2%  28.1  0.00154  0.027159   3.23   0.011752    1.175%
  276     0.2%  27.7  0.00170  0.029185   3.27   0.011844    1.184%
  277     0.2%  28.0  0.00158  0.028040   3.34   0.012053    1.205%
  278     0.2%  28.1  0.00157  0.027735   3.33   0.011967    1.197%
  279     0.2%  27.9  0.00161  0.028517   3.36   0.012030    1.203%
  280     0.2%  28.0  0.00160  0.028034   3.38   0.012058    1.206%
  281     0.2%  27.9  0.00164  0.028715   3.41   0.012122    1.212%
  282     0.2%  27.9  0.00162  0.028299   3.43   0.012170    1.217%
  283     0.2%  27.9  0.00164  0.028250   3.46   0.012213    1.221%
  284     0.2%  27.7  0.00169  0.029165   3.49   0.012281    1.228%
  285     0.2%  27.8  0.00166  0.028073   3.51   0.012312    1.231%
  286     0.2%  27.6  0.00172  0.028963   3.53   0.012346    1.235%
  287     0.2%  27.6  0.00173  0.029069   3.56   0.012399    1.240%
  288     0.2%  27.4  0.00184  0.030982   3.59   0.012462    1.246%
  289     0.2%  27.1  0.00196  0.032657   3.62   0.012535    1.253%
  290     0.2%  27.0  0.00197  0.032517   3.66   0.012604    1.260%
  291     0.2%  27.0  0.00199  0.033044   3.69   0.012670    1.267%
  292     0.2%  27.0  0.00198  0.032494   3.72   0.012733    1.273%
  293     0.2%  26.9  0.00206  0.033316   3.75   0.012795    1.280%
  294     0.2%  26.9  0.00202  0.032889   3.77   0.012831    1.283%
  295     0.2%  27.1  0.00195  0.031369   3.79   0.012834    1.283%
  296     0.2%  26.9  0.00205  0.032521   3.75   0.012666    1.267%
  297     0.1%  26.3  0.00236  0.034381   3.57   0.012034    1.203%
  298     0.1%  20.3  0.00937  0.047570   2.46   0.008252    0.825%

    L   1.0000   0.5000   0.2500   0.1000   1.0000   0.5000   0.2500   0.1000
-----  -------  -------  -------  -------  -------  -------  -------  -------
  298     7913     7293     6574     4529    0.07%    0.06%    0.06%    0.04%
  297    10190     9403     8670     7054    0.09%    0.08%    0.08%    0.06%
  296    10873    10053     9305     7741    0.10%    0.09%    0.08%    0.07%
  295    11019    10176     9447     7928    0.10%    0.09%    0.08%    0.07%
  294    11106    10258     9543     8035    0.10%    0.09%    0.08%    0.07%
  293    11133    10292     9580     8092    0.10%    0.09%    0.08%    0.07%
  292    11145    10305     9609     8136    0.10%    0.09%    0.08%    0.07%
  291    11161    10328     9643     8171    0.10%    0.09%    0.08%    0.07%
  290    11178    10347     9672     8203    0.10%    0.09%    0.09%    0.07%
  289    11197    10368     9708     8261    0.10%    0.09%    0.09%    0.07%
  288    11229    10396     9740     8296    0.10%    0.09%    0.09%    0.07%
  287    11259    10437     9772     8340    0.10%    0.09%    0.09%    0.07%
  286    11286    10476     9808     8371    0.10%    0.09%    0.09%    0.07%
  285    11312    10503     9837     8407    0.10%    0.09%    0.09%    0.07%
  284    11345    10532     9874     8435    0.10%    0.09%    0.09%    0.07%
  283    11470    10654     9980     8541    0.10%    0.09%    0.09%    0.08%
  282    11520    10708    10032     8584    0.10%    0.09%    0.09%    0.08%
  281    11575    10772    10100     8643    0.10%    0.09%    0.09%    0.08%
  280    11705    10885    10207     8723    0.10%    0.10%    0.09%    0.08%
  279    11818    10989    10312     8804    0.10%    0.10%    0.09%    0.08%
  278    12111    11242    10532     8978    0.11%    0.10%    0.09%    0.08%
  277    12285    11404    10691     9121    0.11%    0.10%    0.09%    0.08%
  276    13066    12113    11317     9557    0.12%    0.11%    0.10%    0.08%
  275    13750    12764    11945    10158    0.12%    0.11%    0.11%    0.09%
  274    14939    13865    12949    10917    0.13%    0.12%    0.11%    0.10%
  273    16429    15234    14232    11952    0.14%    0.13%    0.13%    0.11%
  272    18829    17442    16237    13376    0.17%    0.15%    0.14%    0.12%
  271    23471    21751    20171    16562    0.21%    0.19%    0.18%    0.15%
  270    60141    55577    50837    35633    0.53%    0.49%    0.45%    0.31%
  269  1419869  1317377  1208038   829984   12.50%   11.60%   10.64%    7.31%
  268  2326344  2160805  2001512  1573509   20.49%   19.03%   17.63%   13.86%
  267  3640074  3385768  3160752  2706517   32.06%   29.82%   27.83%   23.83%
  266  4957949  4610918  4301529  3657534   43.66%   40.61%   37.88%   32.21%
  265  6069932  5643136  5254664  4386442   53.45%   49.70%   46.27%   38.63%
  264  7145147  6642818  6190748  5281253   62.92%   58.50%   54.52%   46.51%
  263  7229123  6727033  6288695  5463038   63.66%   59.24%   55.38%   48.11%
  262  7239714  6741674  6310047  5495560   63.76%   59.37%   55.57%   48.40%
  261  7247386  6753565  6329220  5524238   63.82%   59.47%   55.74%   48.65%
  260  7260376  6773565  6359876  5565328   63.94%   59.65%   56.01%   49.01%
  259  7268752  6786155  6379200  5594607   64.01%   59.76%   56.18%   49.27%
  258  7275465  6795548  6391606  5609151   64.07%   59.84%   56.29%   49.40%
  257  7283278  6806232  6406064  5626597   64.14%   59.94%   56.41%   49.55%
  256  7289669  6815720  6419691  5645165   64.20%   60.02%   56.53%   49.71%
  255  7298906  6828887  6438137  5668463   64.28%   60.14%   56.70%   49.92%
  254  7304072  6836172  6448971  5684360   64.32%   60.20%   56.79%   50.06%
  253  7308955  6843194  6459876  5700665   64.37%   60.26%   56.89%   50.20%
  252  7313597  6849453  6468575  5712698   64.41%   60.32%   56.97%   50.31%
  251  7318761  6856189  6477507  5724158   64.45%   60.38%   57.04%   50.41%
  250  7324667  6864009  6487734  5736431   64.50%   60.45%   57.13%   50.52%
  249  7330021  6871261  6497816  5749633   64.55%   60.51%   57.22%   50.63%
  248  7334332  6876880  6505522  5759262   64.59%   60.56%   57.29%   50.72%
  247  7340962  6885633  6517403  5774592   64.65%   60.64%   57.40%   50.85%
  246  7345595  6891749  6525521  5785180   64.69%   60.69%   57.47%   50.95%
  245  7350824  6898942  6535963  5799112   64.73%   60.76%   57.56%   51.07%
  244  7354357  6903723  6543115  5810240   64.77%   60.80%   57.62%   51.17%
  243  7357708  6908246  6549979  5820057   64.80%   60.84%   57.68%   51.25%
  242  7361770  6913847  6558500  5832648   64.83%   60.89%   57.76%   51.36%
  241  7365335  6918499  6565219  5842590   64.86%   60.93%   57.82%   51.45%
  240  7369149  6923469  6572457  5852944   64.90%   60.97%   57.88%   51.54%
  239  7373320  6928794  6579674  5862090   64.93%   61.02%   57.94%   51.62%
  238  7380546  6937643  6590126  5874249   65.00%   61.10%   58.04%   51.73%
  237  7386332  6945099  6599904  5886615   65.05%   61.16%   58.12%   51.84%
  236  7391628  6951971  6608582  5897468   65.09%   61.22%   58.20%   51.94%
  235  7397351  6959230  6617592  5907630   65.14%   61.29%   58.28%   52.03%
  234  7403939  6968024  6627974  5919421   65.20%   61.36%   58.37%   52.13%
  233  7408596  6973899  6635154  5927826   65.24%   61.42%   58.43%   52.20%
  232  7413770  6980588  6643558  5937364   65.29%   61.47%   58.51%   52.29%
  231  7432708  7000558  6665641  5962103   65.46%   61.65%   58.70%   52.50%
  230  7436335  7005473  6671691  5969974   65.49%   61.69%   58.75%   52.57%
  229  7441376  7011440  6678421  5976892   65.53%   61.75%   58.81%   52.64%
  228  7445931  7016895  6685312  5984209   65.57%   61.79%   58.87%   52.70%
  227  7451288  7023692  6693100  5992810   65.62%   61.85%   58.94%   52.78%
  226  7455267  7029222  6701444  6003323   65.65%   61.90%   59.02%   52.87%
  225  7459970  7035500  6711540  6021773   65.70%   61.96%   59.10%   53.03%
  224  7463667  7040456  6719318  6032557   65.73%   62.00%   59.17%   53.13%
  223  7468209  7046721  6728222  6043739   65.77%   62.06%   59.25%   53.22%
  222  7472902  7053509  6738228  6055296   65.81%   62.12%   59.34%   53.33%
  221  7478400  7061507  6751494  6078120   65.86%   62.19%   59.46%   53.53%
  220  7485499  7072547  6770841  6107552   65.92%   62.28%   59.63%   53.79%
  219  7492212  7082585  6785455  6130448   65.98%   62.37%   59.76%   53.99%
  218  7499194  7093944  6805365  6163166   66.04%   62.47%   59.93%   54.28%
  217  7505535  7103338  6819677  6191067   66.10%   62.56%   60.06%   54.52%
  216  7510685  7110755  6829779  6215810   66.14%   62.62%   60.15%   54.74%
  215  7514528  7115840  6836511  6224466   66.18%   62.67%   60.21%   54.82%
  214  7518429  7120977  6843400  6232392   66.21%   62.71%   60.27%   54.89%
  213  7521531  7124845  6849110  6239955   66.24%   62.74%   60.32%   54.95%
  212  7524258  7128277  6853685  6245667   66.26%   62.77%   60.36%   55.00%
  211  7527740  7132789  6859874  6253202   66.29%   62.81%   60.41%   55.07%
  210  7531054  7137167  6865939  6261179   66.32%   62.85%   60.46%   55.14%
  209  7533623  7140286  6869874  6265910   66.34%   62.88%   60.50%   55.18%
  208  7537234  7144767  6875864  6273234   66.38%   62.92%   60.55%   55.24%
  207  7540664  7149296  6881827  6280688   66.41%   62.96%   60.60%   55.31%
  206  7544501  7154129  6888558  6289678   66.44%   63.00%   60.66%   55.39%
  205  7547701  7157880  6893424  6295393   66.47%   63.04%   60.71%   55.44%
  204  7551857  7163852  6901456  6305390   66.50%   63.09%   60.78%   55.53%
  203  7555660  7169041  6908876  6316798   66.54%   63.13%   60.84%   55.63%
  202  7559419  7174150  6916937  6329803   66.57%   63.18%   60.91%   55.74%
  201  7562471  7178106  6922378  6337223   66.60%   63.21%   60.96%   55.81%
  200  7565043  7181393  6926864  6343194   66.62%   63.24%   61.00%   55.86%
  199  7569955  7187607  6935945  6356085   66.66%   63.30%   61.08%   55.97%
  198  7573361  7191581  6941723  6363493   66.69%   63.33%   61.13%   56.04%
  197  7576930  7196327  6948693  6374448   66.73%   63.37%   61.19%   56.14%
  196  7580359  7200817  6955832  6386749   66.76%   63.41%   61.26%   56.24%
  195  7583402  7204567  6961320  6395353   66.78%   63.45%   61.30%   56.32%
  194  7586460  7208154  6965951  6401188   66.81%   63.48%   61.35%   56.37%
  193  7590301  7213374  6973679  6413280   66.84%   63.52%   61.41%   56.48%
  192  7593400  7217285  6979112  6420626   66.87%   63.56%   61.46%   56.54%
  191  7596739  7221205  6984287  6427604   66.90%   63.59%   61.51%   56.60%
  190  7599438  7224261  6988267  6432422   66.92%   63.62%   61.54%   56.65%
  189  7603919  7230120  6997228  6446281   66.96%   63.67%   61.62%   56.77%
  188  7606634  7233375  7001399  6451276   66.99%   63.70%   61.66%   56.81%
  187  7609689  7236713  7005555  6455987   67.01%   63.73%   61.69%   56.85%
  186  7612806  7240329  7010076  6461273   67.04%   63.76%   61.73%   56.90%
  185  7616078  7244063  7014552  6466630   67.07%   63.79%   61.77%   56.95%
  184  7619373  7247965  7020044  6473862   67.10%   63.83%   61.82%   57.01%
  183  7622382  7251492  7024864  6480234   67.13%   63.86%   61.86%   57.07%
  182  7625198  7254455  7028983  6485739   67.15%   63.89%   61.90%   57.12%
  181  7628324  7257630  7032912  6490509   67.18%   63.91%   61.93%   57.16%
  180  7632343  7262060  7039371  6498957   67.21%   63.95%   61.99%   57.23%
  179  7636056  7266091  7044517  6505232   67.25%   63.99%   62.04%   57.29%
  178  7639743  7270114  7049518  6511555   67.28%   64.02%   62.08%   57.34%
  177  7644376  7275901  7057529  6521470   67.32%   64.07%   62.15%   57.43%
  176  7648372  7280284  7063089  6527694   67.35%   64.11%   62.20%   57.49%
  175  7652556  7285387  7069848  6537710   67.39%   64.16%   62.26%   57.57%
  174  7656168  7289067  7074539  6543305   67.42%   64.19%   62.30%   57.62%
  173  7660195  7292956  7079170  6548689   67.46%   64.22%   62.34%   57.67%
  172  7664614  7297735  7085442  6555907   67.50%   64.27%   62.40%   57.73%
  171  7668781  7301952  7090904  6563558   67.53%   64.30%   62.45%   57.80%
  170  7672362  7305558  7095472  6569258   67.57%   64.34%   62.49%   57.85%
  169  7676025  7309000  7099849  6574461   67.60%   64.37%   62.52%   57.90%
  168  7679950  7312722  7104675  6580674   67.63%   64.40%   62.57%   57.95%
  167  7685010  7317066  7109874  6586166   67.68%   64.44%   62.61%   58.00%
  166  7690224  7321403  7114876  6591420   67.72%   64.48%   62.66%   58.05%
  165  7695172  7325128  7119129  6595771   67.77%   64.51%   62.69%   58.09%
  164  7700112  7328920  7123590  6600443   67.81%   64.54%   62.73%   58.13%
  163  7706333  7333530  7129137  6606797   67.87%   64.58%   62.78%   58.18%
  162  7712638  7338211  7134791  6612895   67.92%   64.62%   62.83%   58.24%
  161  7719944  7344249  7142259  6622999   67.99%   64.68%   62.90%   58.32%
  160  7727027  7350024  7149334  6632676   68.05%   64.73%   62.96%   58.41%
  159  7733574  7355183  7155558  6640374   68.11%   64.77%   63.01%   58.48%
  158  7740364  7359957  7160374  6645567   68.16%   64.81%   63.06%   58.52%
  157  7747611  7365442  7166279  6651727   68.23%   64.86%   63.11%   58.58%
  156  7754702  7370231  7170912  6655894   68.29%   64.91%   63.15%   58.61%
  155  7762744  7376052  7176674  6662418   68.36%   64.96%   63.20%   58.67%
  154  7770531  7381823  7182782  6668821   68.43%   65.01%   63.25%   58.73%
  153  7777903  7387060  7187370  6673271   68.50%   65.05%   63.30%   58.77%
  152  7785989  7393143  7192856  6678278   68.57%   65.11%   63.34%   58.81%
  151  7794810  7400253  7200041  6691974   68.64%   65.17%   63.41%   58.93%
  150  7802800  7406386  7205891  6701301   68.71%   65.22%   63.46%   59.01%
  149  7812149  7413420  7212505  6707783   68.80%   65.29%   63.52%   59.07%
  148  7822317  7421411  7220174  6716413   68.89%   65.36%   63.58%   59.15%
  147  7832686  7428930  7227615  6725193   68.98%   65.42%   63.65%   59.22%
  146  7845478  7439260  7239007  6739024   69.09%   65.51%   63.75%   59.35%
  145  7859707  7449203  7249327  6748679   69.22%   65.60%   63.84%   59.43%
  144  7875008  7457376  7257677  6755443   69.35%   65.67%   63.91%   59.49%
  143  7893660  7467472  7270148  6769048   69.51%   65.76%   64.02%   59.61%
  142  7915203  7476335  7280339  6777924   69.70%   65.84%   64.11%   59.69%
  141  7941050  7484107  7288870  6785282   69.93%   65.91%   64.19%   59.75%
  140  7972503  7491081  7295398  6791032   70.21%   65.97%   64.25%   59.80%
  139  8012607  7500164  7303952  6798384   70.56%   66.05%   64.32%   59.87%
  138  8063378  7510022  7313096  6807961   71.01%   66.14%   64.40%   59.95%
  137  8128086  7523462  7328083  6827953   71.58%   66.25%   64.53%   60.13%
  136  8208230  7535479  7337322  6838401   72.29%   66.36%   64.62%   60.22%
  135  8307543  7549631  7347201  6855201   73.16%   66.49%   64.70%   60.37%
  134  8430621  7567158  7357941  6871358   74.24%   66.64%   64.80%   60.51%
  133  8579806  7588559  7369616  6887936   75.56%   66.83%   64.90%   60.66%
  132  8760595  7653028  7419394  6954952   77.15%   67.40%   65.34%   61.25%
  131  8967176  7706221  7453185  6992515   78.97%   67.86%   65.64%   61.58%
  130  9198557  7780965  7503017  7058214   81.01%   68.52%   66.07%   62.16%
  129  9444500  7866146  7556837  7131548   83.17%   69.27%   66.55%   62.80%
  128  9694374  7956929  7606409  7191335   85.37%   70.07%   66.99%   63.33%
  127  9933617  8062115  7657829  7239498   87.48%   71.00%   67.44%   63.75%
  126  10142370  8156353  7684951  7253942   89.32%   71.83%   67.68%   63.88%
  125  10325055  8275671  7720337  7274104   90.93%   72.88%   67.99%   64.06%
  124  10477411  8421461  7763136  7295128   92.27%   74.16%   68.37%   64.24%
  123  10599188  8595447  7814999  7316226   93.34%   75.70%   68.82%   64.43%
  122  10692891  8799704  7882086  7341967   94.17%   77.49%   69.41%   64.66%
  121  10763011  9032192  7974068  7373185   94.78%   79.54%   70.22%   64.93%
  120  10814622  9280556  8099179  7413067   95.24%   81.73%   71.32%   65.28%
  119  10852133  9532435  8267407  7466851   95.57%   83.95%   72.81%   65.76%
  118  10880990  9776841  8484799  7542649   95.82%   86.10%   74.72%   66.42%
  117  10903806  9999311  8738597  7644573   96.02%   88.06%   76.96%   67.32%
  116  10923694  10195355  9022175  7789740   96.20%   89.78%   79.45%   68.60%
  115  10942131  10361037  9310150  7968894   96.36%   91.24%   81.99%   70.18%
  114  10958304  10490859  9584997  8202189   96.50%   92.39%   84.41%   72.23%
  113  10973799  10588598  9833492  8476401   96.64%   93.25%   86.60%   74.65%
  112  10987600  10654885  10041765  8736351   96.76%   93.83%   88.43%   76.94%
  111  11000621  10699990  10204793  8993429   96.88%   94.23%   89.87%   79.20%
  110  11011587  10728805  10317331  9216606   96.97%   94.48%   90.86%   81.17%
  109  11022113  10749269  10387451  9401802   97.07%   94.66%   91.48%   82.80%
  108  11032064  10764581  10428506  9531957   97.15%   94.80%   91.84%   83.94%
  107  11042216  10777371  10451107  9598045   97.24%   94.91%   92.04%   84.52%
  106  11052470  10788485  10465883  9641538   97.33%   95.01%   92.17%   84.91%
  105  11062562  10798349  10477273  9658932   97.42%   95.09%   92.27%   85.06%
  104  11073502  10807242  10486878  9672627   97.52%   95.17%   92.35%   85.18%
  103  11084782  10816460  10497025  9687094   97.62%   95.25%   92.44%   85.31%
  102  11095973  10824500  10505870  9700052   97.72%   95.33%   92.52%   85.42%
  101  11107775  10833245  10515378  9713531   97.82%   95.40%   92.60%   85.54%
  100  11119871  10842439  10525784  9728209   97.93%   95.48%   92.69%   85.67%
   99  11132263  10852936  10537341  9744347   98.04%   95.58%   92.80%   85.81%
   98  11144498  10864767  10550837  9764247   98.14%   95.68%   92.92%   85.99%
   97  11156373  10877140  10564118  9783783   98.25%   95.79%   93.03%   86.16%
   96  11168061  10891260  10578721  9807821   98.35%   95.91%   93.16%   86.37%
   95  11178170  10904401  10590371  9823794   98.44%   96.03%   93.26%   86.51%
   94  11186969  10918803  10604860  9844299   98.52%   96.16%   93.39%   86.69%
   93  11194260  10933211  10618311  9862246   98.58%   96.28%   93.51%   86.85%
   92  11200116  10947275  10630619  9876962   98.63%   96.41%   93.62%   86.98%
   91  11205579  10962963  10644442  9893230   98.68%   96.54%   93.74%   87.12%
   90  11209986  10978095  10658567  9909641   98.72%   96.68%   93.86%   87.27%
   89  11213455  10992679  10672219  9925013   98.75%   96.81%   93.98%   87.40%
   88  11217319  11008158  10688391  9943328   98.78%   96.94%   94.13%   87.57%
   87  11220859  11022270  10705552  9962582   98.82%   97.07%   94.28%   87.73%
   86  11224446  11035683  10723629  9984718   98.85%   97.18%   94.44%   87.93%
   85  11227741  11047246  10742262  10008551   98.88%   97.29%   94.60%   88.14%
   84  11231213  11057818  10761917  10033122   98.91%   97.38%   94.77%   88.36%
   83  11249442  11081979  10797071  10078546   99.07%   97.59%   95.08%   88.76%
   82  11252775  11090540  10816836  10110607   99.10%   97.67%   95.26%   89.04%
   81  11256326  11098767  10836297  10152100   99.13%   97.74%   95.43%   89.40%
   80  11259912  11107290  10857748  10208683   99.16%   97.82%   95.62%   89.90%
   79  11263288  11115316  10876890  10256505   99.19%   97.89%   95.79%   90.32%
   78  11266815  11124007  10895644  10308662   99.22%   97.96%   95.95%   90.78%
   77  11269974  11131887  10912417  10355697   99.25%   98.03%   96.10%   91.20%
   76  11272979  11138763  10926013  10390157   99.27%   98.09%   96.22%   91.50%
   75  11275292  11144031  10935764  10414102   99.30%   98.14%   96.30%   91.71%
   74  11278154  11149820  10944558  10431158   99.32%   98.19%   96.38%   91.86%
   73  11280752  11155064  10952572  10446841   99.34%   98.24%   96.45%   92.00%
   72  11283713  11162154  10962703  10465156   99.37%   98.30%   96.54%   92.16%
   71  11286166  11167130  10969233  10475938   99.39%   98.34%   96.60%   92.26%
   70  11288619  11172423  10976538  10489169   99.41%   98.39%   96.66%   92.37%
   69  11290574  11176391  10981642  10499034   99.43%   98.42%   96.71%   92.46%
   68  11292284  11180181  10987117  10508049   99.44%   98.46%   96.76%   92.54%
   67  11293835  11183633  10991996  10516319   99.46%   98.49%   96.80%   92.61%
   66  11295737  11187760  10998238  10527042   99.48%   98.52%   96.86%   92.71%
   65  11297410  11191659  11004711  10538237   99.49%   98.56%   96.91%   92.80%
   64  11298926  11195228  11010674  10547833   99.50%   98.59%   96.96%   92.89%
   63  11300638  11199310  11017210  10558235   99.52%   98.63%   97.02%   92.98%
   62  11302209  11203312  11023460  10568525   99.53%   98.66%   97.08%   93.07%
   61  11303821  11207368  11029961  10579245   99.55%   98.70%   97.13%   93.17%
   60  11305418  11211412  11036682  10592118   99.56%   98.73%   97.19%   93.28%
   59  11307036  11215576  11043419  10607795   99.57%   98.77%   97.25%   93.42%
   58  11308819  11220315  11051178  10623823   99.59%   98.81%   97.32%   93.56%
   57  11310207  11224014  11056681  10635096   99.60%   98.84%   97.37%   93.66%
   56  11311476  11227386  11062503  10645821   99.61%   98.87%   97.42%   93.75%
   55  11312701  11230742  11068977  10657116   99.62%   98.90%   97.48%   93.85%
   54  11313951  11234410  11076970  10671675   99.64%   98.94%   97.55%   93.98%
   53  11315225  11237704  11083114  10683181   99.65%   98.96%   97.60%   94.08%
   52  11316783  11241262  11090537  10696785   99.66%   99.00%   97.67%   94.20%
   51  11318162  11244534  11097481  10710139   99.67%   99.02%   97.73%   94.32%
   50  11319403  11247182  11102471  10720944   99.68%   99.05%   97.77%   94.41%
   49  11320812  11250318  11109228  10733850   99.70%   99.08%   97.83%   94.53%
   48  11322198  11253441  11115429  10746797   99.71%   99.10%   97.89%   94.64%
   47  11323397  11256033  11120692  10757546   99.72%   99.13%   97.93%   94.74%
   46  11324663  11259103  11126902  10769263   99.73%   99.15%   97.99%   94.84%
   45  11326142  11262682  11133704  10782381   99.74%   99.18%   98.05%   94.95%
   44  11328043  11267027  11141728  10799313   99.76%   99.22%   98.12%   95.10%
   43  11329782  11271030  11148701  10814224   99.77%   99.26%   98.18%   95.23%
   42  11331276  11274882  11156621  10833196   99.79%   99.29%   98.25%   95.40%
   41  11332738  11278544  11164231  10852227   99.80%   99.32%   98.32%   95.57%
   40  11334175  11281994  11171266  10868770   99.81%   99.35%   98.38%   95.72%
   39  11335365  11284982  11177618  10883607   99.82%   99.38%   98.43%   95.85%
   38  11336613  11287364  11181580  10893673   99.84%   99.40%   98.47%   95.93%
   37  11337693  11289370  11184673  10901141   99.84%   99.42%   98.50%   96.00%
   36  11338704  11291358  11187880  10909710   99.85%   99.44%   98.53%   96.08%
   35  11340055  11294144  11192653  10922894   99.87%   99.46%   98.57%   96.19%
   34  11341487  11296875  11197302  10933606   99.88%   99.49%   98.61%   96.29%
   33  11342760  11299449  11201715  10943404   99.89%   99.51%   98.65%   96.37%
   32  11343846  11302102  11207029  10953206   99.90%   99.53%   98.69%   96.46%
   31  11345085  11305110  11213173  10964719   99.91%   99.56%   98.75%   96.56%
   30  11346108  11307955  11219403  10977595   99.92%   99.58%   98.80%   96.67%
   29  11347131  11310346  11223974  10986550   99.93%   99.60%   98.84%   96.75%
   28  11347939  11312636  11228520  10994907   99.93%   99.62%   98.88%   96.83%
   27  11349073  11315280  11233404  11003393   99.94%   99.65%   98.93%   96.90%
   26  11349864  11317766  11238339  11012728   99.95%   99.67%   98.97%   96.98%
   25  11350871  11320790  11243953  11022622   99.96%   99.70%   99.02%   97.07%
   24  11351699  11323357  11247684  11028966   99.97%   99.72%   99.05%   97.13%
   23  11352492  11326400  11253225  11038968   99.97%   99.75%   99.10%   97.21%
   22  11353297  11329287  11258668  11048255   99.98%   99.77%   99.15%   97.30%
   21  11353886  11331941  11264376  11058005   99.99%   99.79%   99.20%   97.38%
   20  11354438  11335025  11271909  11073136   99.99%   99.82%   99.27%   97.51%
   19  11354742  11338614  11283005  11116484   99.99%   99.85%   99.36%   97.90%
   18  11354961  11341529  11290800  11132970  100.00%   99.88%   99.43%   98.04%
   17  11355076  11343999  11299566  11188561  100.00%   99.90%   99.51%   98.53%
   16  11355137  11346224  11308258  11210490  100.00%   99.92%   99.59%   98.72%
   15  11355152  11348024  11315077  11226558  100.00%   99.94%   99.65%   98.87%
   14  11355159  11349621  11321388  11246505  100.00%   99.95%   99.70%   99.04%
   13  11355159  11351081  11326895  11261723  100.00%   99.96%   99.75%   99.18%
   12  11355159  11352386  11330767  11270471  100.00%   99.97%   99.78%   99.25%
   11  11355159  11353321  11333537  11276554  100.00%   99.98%   99.81%   99.31%
   10  11355159  11354191  11337049  11283789  100.00%   99.99%   99.84%   99.37%
    9  11355159  11354683  11340745  11293974  100.00%   99.99%   99.87%   99.46%
    8  11355171  11354888  11344281  11304404  100.00%  100.00%   99.90%   99.55%
    7  11355189  11355044  11347562  11311472  100.00%  100.00%   99.93%   99.61%
    6  11355220  11355206  11349810  11318531  100.00%  100.00%   99.95%   99.68%
    5  11355225  11355225  11353500  11327722  100.00%  100.00%   99.98%   99.76%
    4  11355236  11355236  11354686  11335958  100.00%  100.00%   99.99%   99.83%
    3  11355264  11355240  11355227  11342245  100.00%  100.00%  100.00%   99.88%
    2  11355337  11355337  11355337  11348909  100.00%  100.00%  100.00%   99.94%
    1  11355339  11355337  11355337  11355337  100.00%  100.00%  100.00%  100.00%

Truncate at first Q
  Len     Q=5    Q=10    Q=15    Q=20
-----  ------  ------  ------  ------
  298    0.1%    0.0%    0.0%    0.0%
  297    0.1%    0.1%    0.1%    0.1%
  296    0.2%    0.1%    0.1%    0.1%
  295    0.2%    0.1%    0.1%    0.1%
  294    0.2%    0.1%    0.1%    0.1%
  293    0.2%    0.1%    0.1%    0.1%
  292    0.2%    0.1%    0.1%    0.1%
  291    0.2%    0.1%    0.1%    0.1%
  290    0.2%    0.1%    0.1%    0.1%
  289    0.2%    0.1%    0.1%    0.1%
  288    0.2%    0.1%    0.1%    0.1%
  287    0.2%    0.1%    0.1%    0.1%
  286    0.2%    0.1%    0.1%    0.1%
  285    0.2%    0.1%    0.1%    0.1%
  284    0.2%    0.1%    0.1%    0.1%
  283    0.2%    0.1%    0.1%    0.1%
  282    0.2%    0.1%    0.1%    0.1%
  281    0.2%    0.1%    0.1%    0.1%
  280    0.2%    0.1%    0.1%    0.1%
  279    0.2%    0.1%    0.1%    0.1%
  278    0.2%    0.1%    0.1%    0.1%
  277    0.2%    0.1%    0.1%    0.1%
  276    0.2%    0.1%    0.1%    0.1%
  275    0.2%    0.1%    0.1%    0.1%
  274    0.2%    0.1%    0.1%    0.1%
  273    0.2%    0.1%    0.1%    0.1%
  272    0.3%    0.1%    0.1%    0.1%
  271    0.3%    0.2%    0.1%    0.1%
  270    0.7%    0.3%    0.3%    0.2%
  269   16.0%    7.7%    7.2%    5.7%
  268   29.2%   14.6%   13.9%   11.5%
  267   45.9%   25.0%   24.1%   20.4%
  266   63.6%   33.8%   32.5%   27.1%
  265   78.9%   40.6%   38.9%   32.1%
